Subject Code,Course Number,Description
MUS,236,"The work of this class consists of rehearsing and performing repertory from varied periods of classical music from 1600 to the present. In-class rehearsals will be coached by the instructor or self-directed by the members of the ensemble.  Attention will focus on appropriate performance styles, development of a cohesive sense of ensemble, gaining contextual information relevant to each score, and understanding the particular characteristics of each instrument within the ensemble.  Particular emphasis is placed on the development within each group of a productive and efficient rehearsal process.   Groups will be structured so that the members are of approximately equal levels of ability.  Members will maintain journals describing rehearsals and detailing the challenges and solutions encountered in each score."
MUS,237,"This course offers a two-part approach to examining the craft of performing and interpretation: the practical aspects of performing for an audience and honing an interpretation, and a consideration of the curious and often-neglected space performers inhabit in between the composition and reception of a piece of music. During class sessions, students receive coaching on interpretation and explore techniques for practicing for a performance, focusing onstage, managing nerves, and effectively transmitting musical expression. Discussions and written assignments respond to readings in performance theory, music memoirs, performance practice, sports psychology, and rudimentary musical analysis. The class culminates in a final recital by all members of the class. Music Performance Workshop is open to musicians of all levels of experience who have the ability to read music and a small repertoire of pieces to play. Any student wishing to become more comfortable playing in front of an audience will benefit from this class.
"
MUS,238,"Song, a hybrid art form, plays a crucial role at the intersection of music and literature.  This survey will focus on eight exemplary moments of song-writing spanning the past thousand years, including: medieval troubadours; early Renaissance Franco-Flemish composers; Elizabethan lute-song poet composers; Romantic song (Schubert, Fauré); modern American art and popular songs (Charles Ives, George Gershwin); the Beatles; and the works of contemporary singer-song-writers.  For each we will ask a critical question:  what are the relative roles of music and poetry (including voice and performance) in conveying an expressively powerful experience? Activities include listening, background reading, analysis and in-class performance.  Singers and players will have opportunities to perform; performing and non-performing students will bring their own experiences to their understandings of these repertories, drawing on relevant backgrounds in history, literature, creative writing, and from their own experiences as music-listeners.  Prerequsites: either 1. Music reading ability, or 2. Background in literature, poetry, creative writing, or 3.  Background in European history, or 4. performing ability as singer or instrumentalist (piano, guitar).


"
MUS,278,"The Collegium (early music ensemble) will explore early music through playing period instruments such as recorders and viols, and singing. Guitarists, violinists, and cellists may also be accepted. Each semester will focus on music of a particular country or genre. Simon's Rock owns a tenor and bass recorder as well as treble, tenor, and bass viols, which are free to the users. Students wishing to play recorder should expect to bring their own soprano and/or alto recorders. Plastic recorders, which work very well, can be purchased very inexpensively. Rental instruments may be available for a modest fee. Music will usually be provided, with the caveat that during some semesters students may be required to buy a particular collection of music as part of specific studies. Participation in a final concert as well as regular class attendance is required for receiving credit and a Pass/Fail grade. Students will be expected to practice outside of classes. There is a class fee."
MUS,280,"This chamber choir of six to 10 voices rehearses and performs a cappella vocal music concentrating on the vast repertoire of Renaissance madrigals and motets. It may also perform vocal music from the Middle Ages and contemporary a cappella madrigals. It is open to all students by audition. Previous choral experience and basic music reading skills are required. Prerequisite: Music 117, which may be taken concurrently."
MUS,289,"The chamber ensemble is engaged in the reading, rehearsal, and performance of classical and modern literature for larger chamber and smaller orchestral ensembles.  It is open to students of intermediate to advanced skill on orchestral instruments (strings, woodwind, brass).  Individual students may be selected to perform solo concertos with the ensemble."
MUS,308,"This course offers an accelerated survey of species counterpoint, up to three parts in fifth species. The tonal segment of this course includes analysis based on Schenker's concepts of tonal layers, as studied in Theory II, integrated with the more rigorous description of dissonance treatment that emerges from the contrapuntal approach. The work of the second half of the semester culminates in the composition of an extended polyphonic work utilizing contrapuntal techniques. Prerequisites: Music 207 or equivalent.
"
MUS,309,"This course is a continuation of both Theory II and Theory III. It includes the analysis of 18th- and 19th-century works of increasing complexity (Mozart, Beethoven, Chopin, Brahms, Debussy) following the study of form and chromaticism in Theory II, and it extends the contrapuntal exercises of Theory
III to further work in tonal counterpoint through short student compositions in the baroque style. Prerequisite: Music 308."
MUS,310,"Students present original compositions for examination, discussion, and performance by the class. Course work includes writing for combinations of instruments or voices, with the possibility of public performance available. Exercises in counterpoint and arranging are included. Where relevant, contemporary compositions are studied through scores and recorded performances. Prerequisites: Completion of one semester of music theory, or equivalent."
MUS,311,"A rough chronological study of the post-tonal languages of ""art"" music in the twentieth century. The class considers theoretical writings by composers and theorists such as Schoenberg, Schenker as adapted by Salzer, Forte, Perle, Yeston, Hindemith, Boulez, Cage, and Tenney. Attention is paid to the realignment of musical parameters (timbre, texture, rhythm) as architectural elements. Students do short analytic assignments, developing familiar graphic techniques  and exploring alternative methods of visual presentation. Each student selects a composer or theorist for in-depth investigation and presentation of findings to the class. Prerequisite: Theory II (minimum); Theory III and IV (recommended). 
"
MUS,312,"An introduction to the processes of sound synthesis and sound assembly through the structure of a computer-controlled MIDI studio with backup sequencing and notational software. The course covers digital and sampling synthesis, compositional structures that can be programmatically manipulated through editing and real-time intervention, and many other facets of creating music with the studio-as-instrument. Prerequisites: musical background comparable to one semester of theory and permission of the instructor. Enrollment is limited due to constraints on studio access."
MUS,313,"This course focuses on contemporary performance practice of Hindustani (North Indian) classical music and on the theoretical, historical, and philosophical background of this vital tradition. The class learns several ragas through representative compositions and develops improvisation techniques in alap and tan. Although each class member is required to develop a strong comprehension of musical material, semester projects may center on other aspects of the culture and history of the Indian subcontinent (including Pakistan and Bangladesh). By the end of the semester, musically advanced students do extensive systematic improvisation in at least one raga. Prerequisite: No previous musical experience is required for Music 213 CP. Music 313, which requires a previous CP Seminar in music or permission of the instructor, meets concurrently, and includes a substantial written, semester-long research project, and class presentation."
MUS,315,"East Asian music will be explored as a constantly changing cultural phenomenon by studying its four thousand years of musical history, and experienced directly through listening and participation. As a subject of philosophical or political significance, music has been discussed by figures from Confucius (6th century B.C.) to Mao Zedong, and is an important component of cultural identification, drawn
in ever-widening circles to encompass interactions with elite Western traditions and international popular culture. The class explores many dimensions of East Asian music, including aesthetics, traditional instruments, and musical forms as well as more recent genres. Activities include responses to text and multimedia assignments, in-class music making, and research projects. This interdisciplinary
course welcomes students with a previous background in music and/or Asian Studies."
MUS,317,"This course invites students to treat music written in the 20th century as an open text and to write their own histories of it based on their perceptual and aesthetic interactions with a wide variety of musical gestures, while considering the views of such writers as Adorno, Benjamin, McLeary, Nattiez, and Attali. The class focuses especially on the ""loose canon"" of early 20th-century masters, particularly exploring the values influencing the continual reassessment of the works of Schoenberg. The issue of relationship to audience is investigated. The class views videos of modern operas and attends a concert in New York or Boston. Students do listening/reading assignments and three self-generated investigations (paper/projects). Some music-reading ability is recommended."
MUS,318,"This course explores the historical development, artistic traditions, and cultural meanings of jazz. Jazz is studied both as a musical phenomenon and as a vehicle for an ongoing cultural dialogue that continues to have a profound impact upon many dimensions of American life. The course is organized around the emergence and continuation of dynamic styles such as ragtime, New Orleans, swing, bebop,
polymodal, fusion, and free-form. Individual musicians are studied in the context of historical trends in music and culture. Course work includes listening assignments, readings, and research projects."
MUS,319,"This course develops essential skills in jazz, with particular focus on improvisation. Activities include application of melodic and harmonic concepts to a broad range of standard professional repertoire, harmonic analysis, and possible
public performances. Prerequisite: Performing experience, music theory at the level of Musicianship (Music 103) or higher, or permission of the instructor."
MUS,325,"This course has an emphasis on performance technique, and focuses on various styles of vocal repertoire, including operatic and musical theater. We will discuss the elements that singers need toÂ  integrate. Such as vocal range, care of the voice, breathing technique, the physiology of singing, different styles and how to approach them. The work will be on an individual basis, with each student presenting a prepared song or aria, as well as in groups working on duets, trios, or scenes. Students should have some background in singing, the ability to learn and memorize music independently, and be ready to work in front of the class. We will be working toward a performance workshop at the end of the semester. Prerequisite: performing experience and permission of the instructor. Incoming freshman who are interested in the course should email me at solsticewoman@aol.com . **Students are required to attend 1 and 1/2 hour technical lab each week.Â  This lab will be Tuesday or Friday 3:30 - 5:00.**"
MUS,327,"This course is an introduction to a variety of traditional and contemporary musical styles from contrasting cultures.  It also explores the ways music interacts with religion, philosophy, social systems, and other arts.  No previous musical training is required."
MUS,334,"Most talented and influential women in music reside in the shadows of history behind their better-known male contemporaries. Who performed Mozart's piano concertos? Who really wrote that piece by Mendelssohn? Who was Schumann's and Brahms' object of obsession? Who taught Aaron Copland? This survey of classical music written since 1750 will emphasize figures dramatically underrepresented in music scholarship: Women composers, performers, and patrons of classical music. We explore the lives, music, and socio-political milieux of these important women. Course work includes discussions and written responses to reading and listening assignments. Additionally, students research women composers and musicians for an oral presentation and term paper. Students acquire vocabulary for writing about music, and learn to generate clear, concise writing in an academic voice. No knowledge of music reading or prerequisite is required for 200-level. For 300-level: 2 modules of Western music history OR one CP music class OR moderation into music."
MUS,336,"The work of this class consists of rehearsing and performing repertory from varied periods of classical music from 1600 to the present. In-class rehearsals will be coached by the instructor or self-directed by the members of the ensemble.  Attention will focus on appropriate performance styles, development of a cohesive sense of ensemble, gaining contextual information relevant to each score, and understanding the particular characteristics of each instrument within the ensemble.  Particular emphasis is placed on the development within each group of a productive and efficient rehearsal process.   Groups will be structured so that the members are of approximately equal levels of ability.  Members will maintain journals describing rehearsals and detailing the challenges and solutions encountered in each score."
MUS,211M,"An introduction to the processes of sound synthesis and sound assembly through the structure of a computer-controlled MIDI studio with backup sequencing and notational software. The course covers digital and sampling synthesis, compositional structures that can be programmatically manipulated through editing and real-time intervention, and many other facets of creating music with the studio-as-instrument. Prerequisites: musical background comparable to one semester of theory and permission of the instructor. Enrollment is limited due to constraints on studio access."
NATS,112,"This course explores how the paradigm of plate tectonics organizes a study of the Earth. Earth scientists see the world as ever-changing, and we will adopt that outlook. Thus, we will put classical geology into the context of plate tectonics,
and seek relationships between processes deep in the Earth, such as magnetic field generation and mantle convection, with surface manifestations such as earthquakes and volcanoes. The course is lab-based to give a feel for Earth processes and for how one makes inferences about the deep Earth. Topics include the age and composition of the Earth and solar system, minerals and rocks, plate
tectonics, conduction and convection, seismology and the structure of the Earth, and magnetic field generation. This course satisfies the college science requirement."
NATS,116,"Forensic science is the study and application of science to matters of criminal and civil law. This course will emphasize complex reasoning, observation skills, and critical thinking.  Forensic Science involves many areas of science, including anatomy, microscopy, molecular biology, chemistry, physics and earth science. Some topics in forensics such as evidence collection, DNA analysis, blood spatter, impression and trace evidence analysis will be addressed in this class. Students will also incorporate the use of technology, writing skills, mathematics and social psychology, and integrate these skills around the theme of solving hypothetical crimes. Prerequisites include: at least one high school science course and completion of  MATH 101 or higher at Simon's Rock. This course does fulfill science requirement.

"
NATS,130,"Combining some basic observational astronomy with underlying theory and laboratory exercises, NATS 130 provides both an introduction to Astronomy and an exciting opportunity for students to learn how science is done. Many current discoveries in Astronomy - the discovery of extra-solar planets, for example - are readily accessible to beginning students. Topics include astronomical objects and apparent motions, the heliocentric theory, a historical development of Kepler's laws for planetary motion and universal gravitation, the structure of solar system, and brief surveys of stars and galaxies, extra-solar planets and the origin of the universe. Laboratory exercises include naked eye and telescope observing sessions and computer exercises. The course satisfies the science requirement, and is designed to be suitable for all students, regardless of previous science background. Co-requisite: Mathematics 109 or a higher level math course, or permission of instructor.



"
NATS,150,"This course examines the science of the earth’s climate, with a focus on understanding the recent scientific realization that human activity could be changing it in profound ways. Topics include solar radiation, the carbon cycle,
greenhouse gases, measuring the climate of the past, and predicting the climate of the future. We will also discuss ways that humans might lessen or correct their impact on the climate. The course is designed to be suitable for all students, regardless of previous science background. Lab required. Corequisite: Mathematics 109 or a higher level math course."
NATS,150,"This course examines the science of the earth's climate, with a focus on understanding the recent scientific realization that human activity could be changing it in profound ways. Topics include solar radiation, the carbon cycle, greenhouse gases, measuring the climate of the past, and predicting the climate of the future. We will also discuss ways that humans might lessen or correct their
impact on the climate. The course satisfies the science requirement, and is designed to be suitable for all students, regardless of previous science background. Lab required. Coreq: Math 109 or a higher level math course."
NATS,209,"Do you have a dataset you want to analyze thoroughly, methodically and in a sophisticated and rigorous manner? No matter which of the life, social and physical sciences this dataset or your interests represent (e.g., psychology, computer science, applied mathematics, earth sciences, economics, biology, ecology), this course will teach you how to perform those analyses. This course is an excellent preparation for most research projects, in particular a senior thesis, as well as the Columbia 3-2 program.  The course addresses many of the most often applied methods of data analysis. Since the basic unit of analysis is a real, rectangular matrix of data, the first part of the class will simultaneously introduce the problem of data reduction and preferred coordinate systems, and build the linear-algebraic tools needed to analyze such multi-dimensional datasets. We will first introduce diagonalization of square matrices as a generalization of the real numbers, and discuss the stability of diagonalization under perturbations and uncertainty.We will next introduce square covariance matrices, and discuss their structure, meaning, and limits of determination. We will then combine both parts by bringing to bear the analysis methods developed earlier on the analysis of square covariance matrices.  Rectangular cross-covariance matrices of several datasets, and their decomposition, will be introduced, derived and discussed next. This will naturally lead to some basics of filtering and  truncation. Reconstruction methods and their limitations will conclude the course.  Preqs: Calculus I or Introduction to Statistics. Because this course will  be as self-contained as realistically possible, linear algebra is not required."
NATS,215,This course investigates the nature of fossil organisms and the information we can gain from them. Discussions center on interpretations of the fossil record and hypotheses about the history of life. Field trips are required. Some will be relatively long. This course is open to all students and satisfies the sciences requirement.
NATS,242,"The goal of this seven-week course is to explore science writing for general audiences. The course consists of reading and discussing classic and current articles, essays and texts written for general audiences and spanning a range of scientific fields. Students will also write their own 'popular' science essays, with various perspectives and goals, e.g., focusing on a particular current piece of scientific research; synthesizing several related studies that are not in full agreement (as is so often the case in an active scientific field); or giving broader context to a field of scientific research. This course does not satisfy the science requirement. Prerequisite is prior completion of the AA science requirement."
NATS,410,"This course prepares students for research in the natural sciences and helps prepare them for Senior Thesis work. Topics covered include the nature of scientific methods and the philosophy of science, parametric and non-parametric statistics, and the review and critique of current scientific literature. The course is required for natural science majors and is strongly recommended for environmental studies majors. Prerequisite: Junior or senior standing."
PACE,100,"This course on contemporary U.S. culture is designed for international students.  Drawing on methods introduced in the Writing and Thinking Workshop, the course will build students’ confidence as participants in a discussion-based seminar on texts and ideas, as well as their ability to interpret sophisticated texts in English, both in class and in writing.

Like all courses meeting the Cultural Perspectives requirement, American Ways includes discussion of divergent ways of knowing, the nature of cross-cultural influence and exchange, the history of international interactions and a range of forms in which conceptions of culture are manifest.  Through the study of contemporary American art, music, literature, and political and social life and commentary, the course offers international students information about contemporary American beliefs and concerns, as well as support in adjusting to the assumptions and expectations confronting an international student in today’s America.  The aim is to offer students a solid introduction to the diversity of American thought today and an understanding of how to apply their knowledge in their real world experience in America.
"
PHIL,103,"This course focuses on doctrines common to Judaism, Christianity, and Islam: That there is one, powerful, just God who created the universe, who has revealed himself to his creatures, and who requires certain conduct of them. We explore various questions raised by these doctrines,  including: Can God's existence be reconciled with the existence of evil? Is there compelling evidence for God's existence? Should the believer in God have evidence for the existence of God? Should the believer in God not have evidence for the existence of God? What is the connection between religion and morality? Religion and science? Do we, or could we, have any evidence for the existence of miracles? Is there an afterlife? Is an afterlife desirable?"
PHIL,105,"This course serves as an introduction to some of the main issues in western philosophy.  Emphasis is placed on analytical thinking, speaking, and writing.  Issues to be addressed include: external-world skepticism, the existence of God, determinism and free will, personal identity, the objectivity of morality, and the nature of science.  No prerequisites."
PHIL,113,"Formal logic, also known as symbolic logic, involves the formalization of the logical rules implicit in human reasoning. Its goal is to determine which forms of argument must produce true conclusions when applied to true premises. Studying formal logic is a good way to become familiar with the logical structure of sentences and arguments in natural languages. This in turn is useful in many contexts. We will study the translation of sentences from natural languages into formal languages and vice versa; the truth-functional operators (`and', `or', `not'), the conditional (`if...then...'), and the biconditional (`if and only if'); propositional logic, which evaluates arguments containing the truth-functional operators; predicate logic, which adds to propositional logic rules concerning the quantifiers `all' and `some'; proofs of the consistency and completeness of propositional and predicate logic; and modal logic (the logic of possibility and necessity). Grades will be assigned on the basis of exams, quizzes, and homework assignments. Background in logic or mathematics is helpful but not required."
PHIL,129,"The Christian New Testament is a small group of works with profound historical, theological, and ethical implications generated in part by the many tensions they contain. These works attribute universal and eternal significance to the life, teachings, and death of a peasant in an obscure backwater of the Roman Empire; they reflect a deep-seated Judaism at the same time that they have led to the most vicious anti-Jewish oppression in history; they contain distinct and perhaps disparate messages from the two central figures, Jesus and Paul; they counsel a moral focus on the kingdom of God while containing decidedly political messages -- and having been themselves written, redacted, and collected as a result of intensely political processes. In this course, we explore the New Testament by means of a variety of methods: contextualization within the Hellenistic world and within Judaism of late antiquity; analysis of primary texts through comparison to similar texts in the New Testament, the Hebrew Bible, and noncanonical works; and reflection on the theological dimensions of the texts. Prerequisite: Seminar I (FS100)."
PHIL,175,"In this class, we will examine foundational questions in ethics. We will discuss the objectivity of morality, the nature of well-being, and the rules that govern right conduct. Is there an objective fact about right and wrong, or is morality relative to persons or cultures? What is it to live a good life? What rules--if any--determine what is right or wrong? How should we make moral decisions? Three applications of ethical theory will help guide our discussion: our duties to the less fortunate, ethical vegetarianism, and the value of the environment. Grades will be assigned on the basis of papers, exams, and class participation. No prerequisites."
PHIL,177,"Some of the most contentious debates in public morality today arise in the context of the practice of medicine and medical research. Many of these debates are the result of continuously advancing medical technologies that challenge our conception of what it is to be a human being and force us to consider the relation between our conceptions of ourselves as biological beings and as moral beings. We
shall thus study the ethics of cloning, genetic engineering, stem cell research, and various reproductive technologies and strategies, including abortion, IVF, and surrogate motherhood. In addition, because they are faced with life and death decisions on an almost daily basis, healthcare professionals are frequently faced with moral dilemmas that have an urgency rarely found in other areas of human
activity. It is with this urgency in mind that we shall examine the ethical guidelines that might be established for such end-of-life decisions as advanced directives, DNR orders, euthanasia, and physician-assisted suicide. Finally, because the accessibility and delivery of healthcare is increasingly associated with current notions of justice, we shall examine the ethical issues surrounding the distribution
of resources and managed care, as well as associated issues involving the physician-patient relationship. The course will consider the differences in how these various issues are approached from competing ethical perspectives, including consequentialism, Kantian deontology, and virtue ethics, and special attention will be paid to whether and how the principle of double effect may be invoked to resolve some of these moral dilemmas. Prerequisite: One course in social studies or one course in biology."
PHIL,203,"This course focuses on doctrines common to Judaism, Christianity, and Islam: that there is one, powerful, just God who created the universe, who has revealed himself to his creatures, and who requires certain conduct of them. We explore various questions raised by these doctrines, including: Can God's existence be reconciled with the existence of evil? Is there compelling evidence for God's existence? Should the believer in God have evidence for the existence of God? Should the believer in God not have evidence for the existence of God? What is the connection between religion and morality? Religion and science? Do we, or could we, have any evidence for the existence of miracles? Is there an afterlife? Is an afterlife desirable?"
PHIL,206,"This course examines the historical roots and modern practice of the religious and philosophical traditions of China, Japan, and Korea. First we start in northeast India in the 6th century B.C., examining Vedic traditions and the historical development and diffusion of Buddhism. Before tracing the spread of Buddhism to East Asia, we study the development of Daoism, Confucianism, and Shinto, and the cultural traditions with which they coevolved. The next phase of the course focuses on the coexistence of these philosophies and religions, changes in their collective and individual roles within society, and their integration into the visual
arts, music, literature, martial arts, daily life, and cultural landscapes. In the final phase of the course, we examine the roles that these belief systems play in contemporary East Asian and North American culture. Guest speakers discuss
their own experiences and practices. Students are encouraged (but not expected) to observe or participate in activities at local Buddhist and Daoist communities. Students are also encouraged to relate their own experiences and practices to the course."
PHIL,207,"Daoism has had a major impact on Chinese intellectual and spiritual life for over two millennia. A philosophy that emphasizes individual development, immersion in nature, the rejection of societal convention, and the cultivation of natural virtue, it has been embraced by scholars, painters, poets, and political thinkers. A religion derived from classical philosophy, folk practices, Buddhism, and Yogic
techniques, it perseveres in village rituals, global popular culture, and dissident sects like China's Falungong. Taijiquan is a Daoist system of moving meditation and a martial art based on slowly flowing and subtly configured motions. Practiced worldwide, it is ""the dance of Daoism,"" providing insight and personal experience of Daoist principles found in major texts like the Dao De Jing, Zhuangzi, and Liezi. This course provides students with the opportunity to read classical texts on Daoism and Taijiquan and to study the Thirteen Postures, a Yang style form of Taijiquan. We also read Daoist nature poetry, Tang dynasty Daoist short stories, and an account of the life of Guan Saihong, a Daoist master (and if possible, we will have Guan visit the class). Our practice of Taijiquan and work on textual interpretation is supplemented with free-ranging discussions (talks) on Daoism in the spirit of the School of Pure Conversation, a Daoist group of the first millennium that emphasized free expression and a sharpening of the imagination. No prerequisites."
PHIL,208,"This course will examine Buddhist experience and expression in its diversity and regional variation encompassing forms found in South, Southeast, Central, and East Asia. This is in an interdisciplinary study that uses a combination of primary Buddhist texts in translation and selections from the secondary literature on Buddhism, film, and other media. We will trace the major threads of Buddhist thought, practices, and history while paying special attention to the ways in which this Indian religion adapted to a wide range of cultures in Asia and now in the West."
PHIL,212,"What is the mind? Is it a kind of independent immaterial substance, or is it merely a property or effect of the brain, in the way that light is a property or effect of a lightbulb? Or is what we call mind really just a naive way of talking about the neurological processes within the brain? Can the whole of our conscious life, our cognitive, emotional, and moral experience, be reduced to complex chemical processes within the brain? This course will consider such questions as these, and explore how we think about the mind, what it is, how it is related to the body and brain, and whether, how, and to what extent mind is comparable to a computer. While our discussions will be informed by current research in psychology and cognitive neuroscience, we shall proceed primarily by means of conceptual and descriptive analysis, drawing from classic and contemporary readings in both the analytic and phenomenological traditions. The course will also consider several closely related problems, including personal identity and freedom of the will, and we seek to gain a better understanding of the mind and its relation to the world. Prerequisite: Sophomore standing or permission of instructor."
PHIL,213,"Formal logic, also known as symbolic logic, involves the formalization of the logical rules implicit in human reasoning. Its goal is to determine which forms of argument must produce true conclusions when applied to true premises. Studying formal logic is a good way to become familiar with the logical structure of sentences and arguments in natural languages. This in turn is useful in many contexts. We will study the translation of sentences from natural languages into formal languages and vice versa; the truth-functional operators (`and', `or', `not'), the conditional (`if...then...'), and the biconditional (`if and only if'); propositional logic, which evaluates arguments containing the truth-functional operators; predicate logic, which adds to propositional logic rules concerning the quantifiers `all' and `some'; proofs of the consistency and completeness of propositional and predicate logic; and modal logic (the logic of possibility and necessity). Grades will be assigned on the basis of exams, quizzes, and homework assignments. Background in logic or mathematics is helpful but not required."
PHIL,215,"Can we know that God exists? That neutrons exist? That each other exists? That Simon's Rock exists? To answer these questions, we must first know what knowledge is. Epistemology is the study of knowledge and related notions such as justification, belief, and evidence. In this course, we will examine central questions in epistemology by examining primary texts, both historical and contemporary. We will study both traditional epistemology (which considers belief, disbelief, and agnosticism) and probabilistic epistemology (which takes belief to be a matter of degree). Topics will include: skepticism; the nature of knowledge; the nature of justification; the relationship between knowledge and justification; feminist epistemology; a priori knowledge; peer disagreement; self-locating beliefs; and applications of epistemological principles to puzzling and paradoxical situations, including Sleeping Beauty, Doomsday, Reflection, the Lottery Paradox, and the Cable Guy Paradox. Prerequisite: one class in social studies or permission of the instructor."
PHIL,216,"In this course, we will examine a number of issues that arise from philosophical reflection on the practice of science. These include: The nature of scientific theory change; the role that values play in scientific inquiry; the relationship between observation and theory; the confirmation of scientific theories; the nature of scientific explanation and natural laws; the debates between scientific realism and antirealism; and the distinction between science and pseudoscience. Prerequisite: Sophomore Seminar, and one 200-level class in social studies, science, or mathematics or permission of the instructor."
PHIL,217,"Immanuel Kant and David Hume are among the most influential philosophers of the last 300 years.  Kant famously argues that the human mind cannot be considered a mere passive observer, but must instead be understood to be an active participant in structuring its knowledge of the world.  Among the surprising positions that Kant argues for in his metaphysical works is the ideality or the subjective origin of space, time, and causality.  His moral philosophy seeks to establish analogously a principle of morality that is at once subjective in origin yet objectively valid.  While Kant must be considered a revolutionary thinker in the history of modern philosophy, his work needs to be understood largely as a response to the skepticism of David Hume.  Like Kant, Hume was interested in placing strict limits upon what it is that human beings can claim to know.  However, the skeptical arguments by which he achieves these limits, especially his attacks on the notion of causality and the inductive method, have the effect of apparently undermining the knowledge claims of physicists just as much as of the metaphysicians.  We shall be interested in evaluating his arguments and determining how much of either science Kant is able to recover..  In this context, the course will also consider Hume’s predecessor’s within the tradition of British Empiricism, especially Locke and Berkeley, who in many respects provide the foundation both for Hume’s skepticism and Kant’s critical philosophy.  Finally, we shall examine Hume’s emotivist anti-rationalism in ethics as a sharp contrast to the rationalism of Kant’s moral philosophy.

The course will involve the close reading of several seminal works in the history of philosophy, and there will be some emphasis especially on acquiring a precise understanding of Kant’s positions and arguments.  While we shall always remain sensitive to the historical context of when these works were written, the class will consider the problems that were of concern to Hume and Kant as if engaging contemporary philosophers in dialogue over these issues.
"
PHIL,218,"Can we know anything beyond the existence of our own thoughts at the present moment - anything about external objects or other minds, about the past or the future? This course will introduce the case for a negative answer, that we are doomed to solipsism and skepticism. In order to evaluate this answer - and hopefully to resist it - we will need to consider the nature, sources, and structure of knowledge and of justification or evidence. This will lead to an examination of foundationalism, coherentism, and externalis - philosophical theories that provide competing accounts of how we might avoid extreme skepticism. Readings will be drawn from classic sources, such as Descartes, Locke, Hume, Moore, Russell, Ayer, and Quine, and more recent authors. We will take up some special topics: e.g., mysticism, innate knowledge, peer disagreement, feminist epistemology, and the ethics of belief. No prerequisites."
PHIL,222,"This course will explore the central doctrines and arguments of the three most important figures in ancient Greek philosophy: Socrates, Plato, and Aristotle. Socrates appears not to have left any writings. So we shall begin by reading
Plato's Socratic dialogues and consider the problems associated with recovering the historical Socrates from these and other ancient sources. We shall then turn our
attention to Plato's own distinctive doctrines, focusing upon his theory of the soul, his theory of forms, his cosmology, and his ethics. Problems to be discussed include the relative chronology of Plato's dialogues and the criticism and revision of the theory of forms apparent in some of Plato's late dialogues. We shall also consider the possibility of recovering Plato's so-called Unwritten Doctrine. Our study
of Aristotle will involve the detailed examination of several texts central to his physics and metaphysics. We shall focus first upon his criticism of Plato's theory of forms, as well as his criticism of Pre-Socratic philosophers, in response to which he developed several of his own characteristic doctrines. These include his theory of the categories of being and the primacy of substance, his analyses of change in
nature and the doctrine of the four causes, the nature of time, space, and the infinite, and his theory of the soul in relation to body and intellect. Students will also have to the chance to read about and engage in some contemporary debates concerning the interpretation of Plato and Aristotle. Prerequisites: Sophomore standing or above."
PHIL,223,"Histories of philosophy often leave the impression that philosophy in Western antiquity ended with Plato and Aristotle. But in the Mediterranean world after Alexander the Great and down to the ultimate victory of Christianity, the intellectual landscape was dominated by a very different group of philosophies: Stoicism, founded by Semitic thinkers and focused on a belief in fate and duty; Epicureanism, a seemingly atheistic belief in science and pleasure; and the Skepticism of Plato's Academy. They argued over the issues that guided people's lives. How do we achieve happiness? What are the greatest good and the greatest evil? What role do the gods play? How do we live in harmony with nature? Are women equal to men? And what about slavery? What happens to me after death? In answering these questions, these schools established the concepts and arguments that defined the intellectual world of late antiquity and Western Europe well into the modern period. We will engage with these questions and arguments in this formative phase, in which science, philosophy, and religion were not distinguished as they are today. Whereas for Plato and Aristotle we possess their own works, almost all that we have of these philosophers has been handed down to us by others: Later adherents, Greek historians of philosophy (Sextus Empiricus and Diogenes Laertius), and often by Christian authors seeking to refute pagan ways of thinking. We must reconstruct the original source in order to critique it. Students will be encouraged and expected to argue with these thinkers, in class and in papers. No prerequisites."
PHIL,225,"Existentialism is an important and very influential intellectual movement that flourished in the middle of the twentieth century.  Emphasizing and indeed thematizing the human being's search for meaning in an uncertain and apparently meaningless universe, it achieved wide resonance among writers, thinkers, and artists in a world still reeling from the horrors of the two world wars.   It centered around such writers as Jean-Paul Sartre and Albert Camus, although the movement appropriated, and was to some extent influenced by, such earlier writers as Kierkegaard, Dostoyevsky, and Kafka.  As a philosophical perspective, however, it is directly indebted to, and continuous with, the phenomenological movement initiated by Edmund Husserl in the first decades of the twentieth century, and especially as Husserl's phenomenology was developed and revised by his erstwhile collaborator, Martin Heidegger.  This course will therefore focus upon the development of phenomenology, beginning with Husserl's attempt to establish an a priori science of the universal structures of human consciousness, and culminating in Sartre's humanistic existentialism.  Some emphasis will placed on the pivotal--and controversial--figure of Heidegger, whose Being and Time (arguably the most influential philosophical text of the twentieth century) presumed to have transformed Husserl's phenomenology into a comprehensive and radical revision of traditional philosophical thinking."
